路線ID,駅ID,方面ID,日区分,時,分
1,103,2,1,17時,35
1,103,2,1,17時,40
1,103,2,1,17時,46
1,103,2,1,17時,51
1,103,2,1,17時,56
1,103,2,1,18時,01
1,103,2,1,18時,06
1,103,2,1,18時,11
1,103,2,1,18時,17
1,103,2,1,18時,22
1,103,2,1,18時,27
1,103,2,1,18時,32
1,103,2,1,18時,37
1,103,2,1,18時,42
1,103,2,1,18時,47
1,103,2,1,18時,52
1,103,2,1,18時,57
1,103,2,1,19時,03
1,103,2,1,19時,08
1,103,2,1,19時,13
1,103,2,1,19時,18
1,103,2,1,19時,24
1,103,2,1,19時,29
1,103,2,1,19時,34
1,103,2,1,19時,40
1,103,2,1,19時,45
1,103,2,1,19時,50
1,103,2,1,19時,57
1,103,2,1,20時,06
1,103,2,1,20時,14
1,103,2,1,20時,22
1,103,2,1,20時,30
1,103,2,1,20時,38
1,103,2,1,20時,46
1,103,2,1,20時,54
1,103,2,1,21時,02
1,103,2,1,21時,10
1,103,2,1,21時,18
1,103,2,1,21時,26
1,103,2,1,21時,34
1,103,2,1,21時,42
1,103,2,1,21時,50
1,103,2,1,21時,58
1,103,2,1,22時,06
1,103,2,1,22時,14
1,103,2,1,22時,22
1,103,2,1,22時,31
1,103,2,1,22時,39
1,103,2,1,22時,47
1,103,2,1,22時,55
1,103,2,1,23時,03
1,103,2,1,23時,12
1,103,2,1,23時,21
1,103,2,1,23時,30
1,103,2,1,23時,39
1,103,2,1,23時,47
1,103,2,1,23時,55
1,103,2,1,0時,04
1,103,2,2,6時,04
1,103,2,2,6時,14
1,103,2,2,6時,24
1,103,2,2,6時,34
1,103,2,2,6時,44
1,103,2,2,6時,53
1,103,2,2,7時,01
1,103,2,2,7時,09
1,103,2,2,7時,16
1,103,2,2,7時,24
1,103,2,2,7時,30
1,103,2,2,7時,37
1,103,2,2,7時,43
1,103,2,2,7時,49
1,103,2,2,7時,55
1,103,2,2,8時,01
1,103,2,2,8時,07
1,103,2,2,8時,13
1,103,2,2,8時,19
1,103,2,2,8時,25
1,103,2,2,8時,31
1,103,2,2,8時,36
1,103,2,2,8時,42
1,103,2,2,8時,48
1,103,2,2,8時,54
1,103,2,2,9時,00
1,103,2,2,9時,07
1,103,2,2,9時,14
1,103,2,2,9時,19
1,103,2,2,9時,25
1,103,2,2,9時,32
1,103,2,2,9時,39
1,103,2,2,9時,46
1,103,2,2,9時,53
1,103,2,2,10時,00
1,103,2,2,10時,07
1,103,2,2,10時,14
1,103,2,2,10時,21
1,103,2,2,10時,28
1,103,2,2,10時,35
1,103,2,2,10時,42
1,103,2,2,10時,49
1,103,2,2,10時,56
1,103,2,2,11時,03
1,103,2,2,11時,10
1,103,2,2,11時,17
1,103,2,2,11時,24
1,103,2,2,11時,31
1,103,2,2,11時,38
1,103,2,2,11時,45
1,103,2,2,11時,52
1,103,2,2,11時,59
1,103,2,2,12時,06
1,103,2,2,12時,13
1,103,2,2,12時,20
1,103,2,2,12時,27
1,103,2,2,12時,34
1,103,2,2,12時,41
1,103,2,2,12時,48
1,103,2,2,12時,55
1,103,2,2,13時,02
1,103,2,2,13時,09
1,103,2,2,13時,16
1,103,2,2,13時,23
1,103,2,2,13時,30
1,103,2,2,13時,37
1,103,2,2,13時,44
1,103,2,2,13時,51
1,103,2,2,13時,58
1,103,2,2,14時,05
1,103,2,2,14時,12
1,103,2,2,14時,19
1,103,2,2,14時,26
1,103,2,2,14時,33
1,103,2,2,14時,40
1,103,2,2,14時,47
1,103,2,2,14時,54
1,103,2,2,15時,01
1,103,2,2,15時,08
1,103,2,2,15時,15
1,103,2,2,15時,22
1,103,2,2,15時,29
1,103,2,2,15時,36
1,103,2,2,15時,43
1,103,2,2,15時,50
1,103,2,2,15時,57
1,103,2,2,16時,04
1,103,2,2,16時,11
1,103,2,2,16時,18
1,103,2,2,16時,25
1,103,2,2,16時,32
1,103,2,2,16時,39
1,103,2,2,16時,46
1,103,2,2,16時,53
1,103,2,2,17時,00
1,103,2,2,17時,07
1,103,2,2,17時,14
1,103,2,2,17時,21
1,103,2,2,17時,28
1,103,2,2,17時,35
1,103,2,2,17時,42
1,103,2,2,17時,49
1,103,2,2,17時,56
1,103,2,2,18時,03
1,103,2,2,18時,10
1,103,2,2,18時,17
1,103,2,2,18時,24
1,103,2,2,18時,31
1,103,2,2,18時,38
1,103,2,2,18時,45
1,103,2,2,18時,52
1,103,2,2,19時,01
1,103,2,2,19時,08
1,103,2,2,19時,16
1,103,2,2,19時,22
1,103,2,2,19時,28
1,103,2,2,19時,35
1,103,2,2,19時,41
1,103,2,2,19時,49
1,103,2,2,19時,58
1,103,2,2,20時,06
1,103,2,2,20時,14
1,103,2,2,20時,22
1,103,2,2,20時,30
1,103,2,2,20時,38
1,103,2,2,20時,46
1,103,2,2,20時,54
1,103,2,2,21時,02
1,103,2,2,21時,10
1,103,2,2,21時,18
1,103,2,2,21時,26
1,103,2,2,21時,34
1,103,2,2,21時,42
1,103,2,2,21時,50
1,103,2,2,21時,58
1,103,2,2,22時,06
1,103,2,2,22時,14
1,103,2,2,22時,22
1,103,2,2,22時,31
1,103,2,2,22時,39
1,103,2,2,22時,47
1,103,2,2,22時,55
1,103,2,2,23時,03
1,103,2,2,23時,12
1,103,2,2,23時,21
1,103,2,2,23時,30
1,103,2,2,23時,39
1,103,2,2,23時,47
1,103,2,2,23時,55
1,103,2,2,0時,04
1,103,1,1,6時,23
1,103,1,1,6時,33
1,103,1,1,6時,43
1,103,1,1,6時,53
1,103,1,1,7時,00
1,103,1,1,7時,08
1,103,1,1,7時,15
1,103,1,1,7時,21
1,103,1,1,7時,27
1,103,1,1,7時,31
1,103,1,1,7時,35
1,103,1,1,7時,40
1,103,1,1,7時,44
1,103,1,1,7時,48
1,103,1,1,7時,53
1,103,1,1,7時,57
1,103,1,1,8時,01
1,103,1,1,8時,05
1,103,1,1,8時,10
1,103,1,1,8時,14
1,103,1,1,8時,18
1,103,1,1,8時,22
1,103,1,1,8時,26
1,103,1,1,8時,30
1,103,1,1,8時,34
1,103,1,1,8時,38
1,103,1,1,8時,42
1,103,1,1,8時,46
1,103,1,1,8時,51
1,103,1,1,8時,55
1,103,1,1,8時,59
1,103,1,1,9時,03
1,103,1,1,9時,07
1,103,1,1,9時,11
1,103,1,1,9時,15
1,103,1,1,9時,19
1,103,1,1,9時,23
1,103,1,1,9時,27
1,103,1,1,9時,32
1,103,1,1,9時,37
1,103,1,1,9時,43
1,103,1,1,9時,50
1,103,1,1,9時,57
1,103,1,1,10時,04
1,103,1,1,10時,12
1,103,1,1,10時,19
1,103,1,1,10時,25
1,103,1,1,10時,33
1,103,1,1,10時,40
1,103,1,1,10時,47
1,103,1,1,10時,54
1,103,1,1,11時,01
1,103,1,1,11時,08
1,103,1,1,11時,15
1,103,1,1,11時,22
1,103,1,1,11時,29
1,103,1,1,11時,36
1,103,1,1,11時,43
1,103,1,1,11時,50
1,103,1,1,11時,57
1,103,1,1,12時,04
1,103,1,1,12時,11
1,103,1,1,12時,18
1,103,1,1,12時,25
1,103,1,1,12時,32
1,103,1,1,12時,39
1,103,1,1,12時,46
1,103,1,1,12時,53
1,103,1,1,13時,00
1,103,1,1,13時,07
1,103,1,1,13時,14
1,103,1,1,13時,21
1,103,1,1,13時,28
1,103,1,1,13時,35
1,103,1,1,13時,42
1,103,1,1,13時,49
1,103,1,1,13時,56
1,103,1,1,14時,03
1,103,1,1,14時,10
1,103,1,1,14時,17
1,103,1,1,14時,24
1,103,1,1,14時,31
1,103,1,1,14時,38
1,103,1,1,14時,45
1,103,1,1,14時,52
1,103,1,1,14時,59
1,103,1,1,15時,06
1,103,1,1,15時,13
1,103,1,1,15時,20
1,103,1,1,15時,27
1,103,1,1,15時,34
1,103,1,1,15時,41
1,103,1,1,15時,48
1,103,1,1,15時,55
1,103,1,1,16時,02
1,103,1,1,16時,09
1,103,1,1,16時,16
1,103,1,1,16時,23
1,103,1,1,16時,29
1,103,1,1,16時,34
1,103,1,1,16時,39
1,103,1,1,16時,44
1,103,1,1,16時,49
1,103,1,1,16時,54
1,103,1,1,17時,00
1,103,1,1,17時,05
1,103,1,1,17時,10
1,103,1,1,17時,16
1,103,1,1,17時,21
1,103,1,1,17時,26
1,103,1,1,17時,31
1,103,1,1,17時,36
1,103,1,1,17時,41
1,103,1,1,17時,46
1,103,1,1,17時,52
1,103,1,1,17時,57
1,103,1,1,18時,02
1,103,1,1,18時,07
1,103,1,1,18時,12
1,103,1,1,18時,17
1,103,1,1,18時,23
1,103,1,1,18時,28
1,103,1,1,18時,33
1,103,1,1,18時,38
1,103,1,1,18時,43
1,103,1,1,18時,48
1,103,1,1,18時,53
1,103,1,1,18時,58
1,103,1,1,19時,04
1,103,1,1,19時,09
1,103,1,1,19時,14
1,103,1,1,19時,19
1,103,1,1,19時,24
1,103,1,1,19時,30
1,103,1,1,19時,36
1,103,1,1,19時,44
1,103,1,1,19時,52
1,103,1,1,20時,00
1,103,1,1,20時,08
1,103,1,1,20時,16
1,103,1,1,20時,24
1,103,1,1,20時,32
1,103,1,1,20時,40
1,103,1,1,20時,48
1,103,1,1,20時,57
1,103,1,1,21時,05
1,103,1,1,21時,13
1,103,1,1,21時,21
1,103,1,1,21時,29
1,103,1,1,21時,37
1,103,1,1,21時,45
1,103,1,1,21時,53
1,103,1,1,22時,01
1,103,1,1,22時,09
1,103,1,1,22時,17
1,103,1,1,22時,25
1,103,1,1,22時,33
1,103,1,1,22時,41
1,103,1,1,22時,49
1,103,1,1,22時,58
1,103,1,1,23時,06
1,103,1,1,23時,15
1,103,1,1,23時,22
1,103,1,1,23時,30
1,103,1,1,23時,38
1,103,1,1,23時,46
1,103,1,1,23時,55
1,103,1,1,0時,05
1,103,1,1,0時,14
1,103,1,1,0時,23
1,103,1,2,6時,23
1,103,1,2,6時,33
1,103,1,2,6時,43
1,103,1,2,6時,53
1,103,1,2,7時,00
1,103,1,2,7時,08
1,103,1,2,7時,15
1,103,1,2,7時,21
1,103,1,2,7時,27
1,103,1,2,7時,33
1,103,1,2,7時,39
1,103,1,2,7時,45
1,103,1,2,7時,51
1,103,1,2,7時,57
1,103,1,2,8時,03
1,103,1,2,8時,08
1,103,1,2,8時,14
1,103,1,2,8時,20
1,103,1,2,8時,26
1,103,1,2,8時,32
1,103,1,2,8時,38
1,103,1,2,8時,44
1,103,1,2,8時,50
1,103,1,2,8時,56
1,103,1,2,9時,02
1,103,1,2,9時,08
1,103,1,2,9時,15
1,103,1,2,9時,22
1,103,1,2,9時,30
1,103,1,2,9時,37
1,103,1,2,9時,44
1,103,1,2,9時,51
1,103,1,2,9時,58
1,103,1,2,10時,05
1,103,1,2,10時,12
1,103,1,2,10時,19
1,103,1,2,10時,26
1,103,1,2,10時,33
1,103,1,2,10時,40
1,103,1,2,10時,47
1,103,1,2,10時,54
1,103,1,2,11時,01
1,103,1,2,11時,08
1,103,1,2,11時,15
1,103,1,2,11時,22
1,103,1,2,11時,29
1,103,1,2,11時,36
1,103,1,2,11時,43
1,103,1,2,11時,50
1,103,1,2,11時,57
1,103,1,2,12時,04
1,103,1,2,12時,11
1,103,1,2,12時,18
1,103,1,2,12時,25
1,103,1,2,12時,32
1,103,1,2,12時,39
1,103,1,2,12時,46
1,103,1,2,12時,53
1,103,1,2,13時,00
1,103,1,2,13時,07
1,103,1,2,13時,14
1,103,1,2,13時,21
1,103,1,2,13時,28
1,103,1,2,13時,35
1,103,1,2,13時,42
1,103,1,2,13時,49
1,103,1,2,13時,56
1,103,1,2,14時,03
1,103,1,2,14時,10
1,103,1,2,14時,17
1,103,1,2,14時,24
1,103,1,2,14時,31
1,103,1,2,14時,38
1,103,1,2,14時,45
1,103,1,2,14時,52
1,103,1,2,14時,59
1,103,1,2,15時,06
1,103,1,2,15時,13
1,103,1,2,15時,20
1,103,1,2,15時,27
1,103,1,2,15時,34
1,103,1,2,15時,41
1,103,1,2,15時,48
1,103,1,2,15時,55
1,103,1,2,16時,02
1,103,1,2,16時,09
1,103,1,2,16時,16
1,103,1,2,16時,23
1,103,1,2,16時,30
1,103,1,2,16時,37
1,103,1,2,16時,44
1,103,1,2,16時,51
1,103,1,2,16時,58
1,103,1,2,17時,05
1,103,1,2,17時,12
1,103,1,2,17時,19
1,103,1,2,17時,26
1,103,1,2,17時,33
1,103,1,2,17時,40
1,103,1,2,17時,47
1,103,1,2,17時,54
1,103,1,2,18時,01
1,103,1,2,18時,08
1,103,1,2,18時,15
1,103,1,2,18時,22
1,103,1,2,18時,29
1,103,1,2,18時,36
1,103,1,2,18時,43
1,103,1,2,18時,50
1,103,1,2,18時,57
1,103,1,2,19時,04
1,103,1,2,19時,11
1,103,1,2,19時,18
1,103,1,2,19時,26
1,103,1,2,19時,35
1,103,1,2,19時,43
1,103,1,2,19時,52
1,103,1,2,20時,00
1,103,1,2,20時,08
1,103,1,2,20時,16
1,103,1,2,20時,24
1,103,1,2,20時,32
1,103,1,2,20時,40
1,103,1,2,20時,49
1,103,1,2,20時,57
1,103,1,2,21時,05
1,103,1,2,21時,13
1,103,1,2,21時,21
1,103,1,2,21時,29
1,103,1,2,21時,37
1,103,1,2,21時,45
1,103,1,2,21時,53
1,103,1,2,22時,01
1,103,1,2,22時,09
1,103,1,2,22時,17
1,103,1,2,22時,25
1,103,1,2,22時,33
1,103,1,2,22時,41
1,103,1,2,22時,49
1,103,1,2,22時,58
1,103,1,2,23時,06
1,103,1,2,23時,15
1,103,1,2,23時,22
1,103,1,2,23時,30
1,103,1,2,23時,38
1,103,1,2,23時,46
1,103,1,2,23時,55
1,103,1,2,0時,05
1,103,1,2,0時,14
1,103,1,2,0時,23
1,104,2,1,6時,05
1,104,2,1,6時,15
1,104,2,1,6時,25
1,104,2,1,6時,35
1,104,2,1,6時,45
1,104,2,1,6時,54
1,104,2,1,7時,03
1,104,2,1,7時,11
1,104,2,1,7時,19
1,104,2,1,7時,27
1,104,2,1,7時,34
1,104,2,1,7時,38
1,104,2,1,7時,42
1,104,2,1,7時,47
1,104,2,1,7時,51
1,104,2,1,7時,55
1,104,2,1,7時,59
1,104,2,1,8時,04
1,104,2,1,8時,08
1,104,2,1,8時,12
1,104,2,1,8時,16
1,104,2,1,8時,21
1,104,2,1,8時,25
1,104,2,1,8時,29
1,104,2,1,8時,33
1,104,2,1,8時,37
1,104,2,1,8時,41
1,104,2,1,8時,45
1,104,2,1,8時,49
1,104,2,1,8時,53※1
1,104,2,1,8時,57
1,104,2,1,9時,02
1,104,2,1,9時,06※1
1,104,2,1,9時,10
1,104,2,1,9時,14※1
1,104,2,1,9時,18
1,104,2,1,9時,22
1,104,2,1,9時,26
1,104,2,1,9時,30※1
1,104,2,1,9時,34
1,104,2,1,9時,38※1
1,104,2,1,9時,43
1,104,2,1,9時,48
1,104,2,1,9時,55
1,104,2,1,10時,02
1,104,2,1,10時,09
1,104,2,1,10時,16
1,104,2,1,10時,23
1,104,2,1,10時,30
1,104,2,1,10時,37
1,104,2,1,10時,44
1,104,2,1,10時,51
1,104,2,1,10時,58
1,104,2,1,11時,05
1,104,2,1,11時,12
1,104,2,1,11時,19
1,104,2,1,11時,26
1,104,2,1,11時,33
1,104,2,1,11時,40
1,104,2,1,11時,47
1,104,2,1,11時,54
1,104,2,1,12時,01
1,104,2,1,12時,08
1,104,2,1,12時,15
1,104,2,1,12時,22
1,104,2,1,12時,29
1,104,2,1,12時,36
1,104,2,1,12時,43
1,104,2,1,12時,50
1,104,2,1,12時,57
1,104,2,1,13時,04
1,104,2,1,13時,11
1,104,2,1,13時,18
1,104,2,1,13時,25
1,104,2,1,13時,32
1,104,2,1,13時,39
1,104,2,1,13時,46
1,104,2,1,13時,53
1,104,2,1,14時,00
1,104,2,1,14時,07
1,104,2,1,14時,14
1,104,2,1,14時,21
1,104,2,1,14時,28
1,104,2,1,14時,35
1,104,2,1,14時,42
1,104,2,1,14時,49
1,104,2,1,14時,56
1,104,2,1,15時,03
1,104,2,1,15時,10
1,104,2,1,15時,17
1,104,2,1,15時,24
1,104,2,1,15時,31
1,104,2,1,15時,38
1,104,2,1,15時,44
1,104,2,1,15時,52
1,104,2,1,15時,59
1,104,2,1,16時,06
1,104,2,1,16時,13
1,104,2,1,16時,20
1,104,2,1,16時,28
1,104,2,1,16時,34
1,104,2,1,16時,40
1,104,2,1,16時,45
1,104,2,1,16時,50
1,104,2,1,16時,56
1,104,2,1,17時,01
1,104,2,1,17時,06
1,104,2,1,17時,11
1,104,2,1,17時,16
1,104,2,1,17時,21
1,104,2,1,17時,26
1,104,2,1,17時,32
1,104,2,1,17時,37
1,104,2,1,17時,42
1,104,2,1,17時,47
1,104,2,1,17時,52
1,104,2,1,17時,57
1,104,2,1,18時,03
1,104,2,1,18時,08
1,104,2,1,18時,13
1,104,2,1,18時,18
1,104,2,1,18時,23
1,104,2,1,18時,28
1,104,2,1,18時,33
1,104,2,1,18時,39
1,104,2,1,18時,44
1,104,2,1,18時,49
1,104,2,1,18時,54
1,104,2,1,18時,59
1,104,2,1,19時,04
1,104,2,1,19時,09
1,104,2,1,19時,14
1,104,2,1,19時,20
1,104,2,1,19時,25
1,104,2,1,19時,30
1,104,2,1,19時,36
1,104,2,1,19時,41
1,104,2,1,19時,47
1,104,2,1,19時,52
1,104,2,1,19時,59
1,104,2,1,20時,07
1,104,2,1,20時,15
1,104,2,1,20時,23
1,104,2,1,20時,31
1,104,2,1,20時,39
1,104,2,1,20時,47
1,104,2,1,20時,55
1,104,2,1,21時,03
1,104,2,1,21時,11
1,104,2,1,21時,19
1,104,2,1,21時,27
1,104,2,1,21時,35
1,104,2,1,21時,43
1,104,2,1,21時,51
1,104,2,1,21時,59
1,104,2,1,22時,07
1,104,2,1,22時,15
1,104,2,1,22時,24
1,104,2,1,22時,32
1,104,2,1,22時,40
1,104,2,1,22時,48
1,104,2,1,22時,56
1,104,2,1,23時,05
1,104,2,1,23時,13
1,104,2,1,23時,22
1,104,2,1,23時,32
1,104,2,1,23時,40
1,104,2,1,23時,48
1,104,2,1,23時,57
1,104,2,1,0時,05
1,104,2,2,6時,05
1,104,2,2,6時,15
1,104,2,2,6時,25
1,104,2,2,6時,35
1,104,2,2,6時,45
1,104,2,2,6時,54
1,104,2,2,7時,03
1,104,2,2,7時,10
1,104,2,2,7時,18
1,104,2,2,7時,25
1,104,2,2,7時,32
1,104,2,2,7時,38
1,104,2,2,7時,44
1,104,2,2,7時,50
1,104,2,2,7時,56
1,104,2,2,8時,02
1,104,2,2,8時,08
1,104,2,2,8時,14
1,104,2,2,8時,20
1,104,2,2,8時,26
1,104,2,2,8時,32
1,104,2,2,8時,37
1,104,2,2,8時,44
1,104,2,2,8時,50
1,104,2,2,8時,56
1,104,2,2,9時,02
1,104,2,2,9時,08
1,104,2,2,9時,15
1,104,2,2,9時,20
1,104,2,2,9時,26
1,104,2,2,9時,33
1,104,2,2,9時,40
1,104,2,2,9時,47
1,104,2,2,9時,54
1,104,2,2,10時,01
1,104,2,2,10時,08
1,104,2,2,10時,15
1,104,2,2,10時,22
1,104,2,2,10時,29
1,104,2,2,10時,36
1,104,2,2,10時,43
1,104,2,2,10時,50
1,104,2,2,10時,57
1,104,2,2,11時,04
1,104,2,2,11時,11
1,104,2,2,11時,18
1,104,2,2,11時,25
1,104,2,2,11時,32
1,104,2,2,11時,39
1,104,2,2,11時,46
1,104,2,2,11時,53
1,104,2,2,12時,00
1,104,2,2,12時,07
1,104,2,2,12時,14
1,104,2,2,12時,21
1,104,2,2,12時,28
1,104,2,2,12時,35
1,104,2,2,12時,42
1,104,2,2,12時,49
1,104,2,2,12時,56
1,104,2,2,13時,03
1,104,2,2,13時,10
1,104,2,2,13時,17
1,104,2,2,13時,24
1,104,2,2,13時,31
1,104,2,2,13時,38
1,104,2,2,13時,45
1,104,2,2,13時,52
1,104,2,2,13時,59
1,104,2,2,14時,06
1,104,2,2,14時,13
1,104,2,2,14時,20
1,104,2,2,14時,27
1,104,2,2,14時,34
1,104,2,2,14時,41
1,104,2,2,14時,48
1,104,2,2,14時,55
1,104,2,2,15時,02
1,104,2,2,15時,09
1,104,2,2,15時,16
1,104,2,2,15時,23
1,104,2,2,15時,30
1,104,2,2,15時,37
1,104,2,2,15時,44
1,104,2,2,15時,51
1,104,2,2,15時,58
1,104,2,2,16時,05
1,104,2,2,16時,12
1,104,2,2,16時,19
1,104,2,2,16時,26
1,104,2,2,16時,33
1,104,2,2,16時,40
1,104,2,2,16時,47
1,104,2,2,16時,54
1,104,2,2,17時,01
1,104,2,2,17時,08
1,104,2,2,17時,15
1,104,2,2,17時,22
1,104,2,2,17時,29
1,104,2,2,17時,36
1,104,2,2,17時,43
1,104,2,2,17時,50
1,104,2,2,17時,57
1,104,2,2,18時,04
1,104,2,2,18時,11
1,104,2,2,18時,18
1,104,2,2,18時,25
1,104,2,2,18時,32
1,104,2,2,18時,39
1,104,2,2,18時,46
1,104,2,2,18時,54
1,104,2,2,19時,02
1,104,2,2,19時,10
1,104,2,2,19時,17
1,104,2,2,19時,23
1,104,2,2,19時,30
1,104,2,2,19時,36
1,104,2,2,19時,42
1,104,2,2,19時,51
1,104,2,2,19時,59
1,104,2,2,20時,07
1,104,2,2,20時,15
1,104,2,2,20時,23
1,104,2,2,20時,31
1,104,2,2,20時,39
1,104,2,2,20時,47
1,104,2,2,20時,55
1,104,2,2,21時,03
1,104,2,2,21時,11
1,104,2,2,21時,19
1,104,2,2,21時,27
1,104,2,2,21時,35
1,104,2,2,21時,43
1,104,2,2,21時,51
1,104,2,2,21時,59
1,104,2,2,22時,07
1,104,2,2,22時,15
1,104,2,2,22時,24
1,104,2,2,22時,32
1,104,2,2,22時,40
1,104,2,2,22時,48
1,104,2,2,22時,56
1,104,2,2,23時,05
1,104,2,2,23時,13
1,104,2,2,23時,22
1,104,2,2,23時,32
1,104,2,2,23時,40
1,104,2,2,23時,48
1,104,2,2,23時,57
1,104,2,2,0時,05
1,104,1,1,6時,21
1,104,1,1,6時,31
1,104,1,1,6時,41
1,104,1,1,6時,51
1,104,1,1,6時,59
1,104,1,1,7時,06
1,104,1,1,7時,13
1,104,1,1,7時,19
1,104,1,1,7時,25
1,104,1,1,7時,30
1,104,1,1,7時,34
1,104,1,1,7時,38
1,104,1,1,7時,43
1,104,1,1,7時,47
1,104,1,1,7時,51
1,104,1,1,7時,55
1,104,1,1,8時,00
1,104,1,1,8時,04
1,104,1,1,8時,08
1,104,1,1,8時,12
1,104,1,1,8時,16
1,104,1,1,8時,20
1,104,1,1,8時,24
1,104,1,1,8時,29
1,104,1,1,8時,33
1,104,1,1,8時,37
1,104,1,1,8時,41
1,104,1,1,8時,45
1,104,1,1,8時,49
1,104,1,1,8時,53
1,104,1,1,8時,58
1,104,1,1,9時,02
1,104,1,1,9時,06
1,104,1,1,9時,10
1,104,1,1,9時,14
1,104,1,1,9時,18
1,104,1,1,9時,22
1,104,1,1,9時,26
1,104,1,1,9時,30
1,104,1,1,9時,35
1,104,1,1,9時,42
1,104,1,1,9時,48
1,104,1,1,9時,55
1,104,1,1,10時,03
1,104,1,1,10時,10
1,104,1,1,10時,18
1,104,1,1,10時,24
1,104,1,1,10時,31
1,104,1,1,10時,39
1,104,1,1,10時,46
1,104,1,1,10時,53
1,104,1,1,11時,00
1,104,1,1,11時,07
1,104,1,1,11時,14
1,104,1,1,11時,21
1,104,1,1,11時,28
1,104,1,1,11時,35
1,104,1,1,11時,42
1,104,1,1,11時,49
1,104,1,1,11時,56
1,104,1,1,12時,03
1,104,1,1,12時,10
1,104,1,1,12時,17
1,104,1,1,12時,24
1,104,1,1,12時,31
1,104,1,1,12時,38
1,104,1,1,12時,45
1,104,1,1,12時,52
1,104,1,1,12時,59
1,104,1,1,13時,06
1,104,1,1,13時,13
1,104,1,1,13時,20
1,104,1,1,13時,27
1,104,1,1,13時,34
1,104,1,1,13時,41
1,104,1,1,13時,48
1,104,1,1,13時,55
1,104,1,1,14時,02
1,104,1,1,14時,09
1,104,1,1,14時,16
1,104,1,1,14時,23
1,104,1,1,14時,30
1,104,1,1,14時,37
1,104,1,1,14時,44
1,104,1,1,14時,51
1,104,1,1,14時,58
1,104,1,1,15時,05
1,104,1,1,15時,12
1,104,1,1,15時,19
1,104,1,1,15時,26
1,104,1,1,15時,33
1,104,1,1,15時,40
1,104,1,1,15時,47
1,104,1,1,15時,54
1,104,1,1,16時,01
1,104,1,1,16時,08
1,104,1,1,16時,15
1,104,1,1,16時,22
1,104,1,1,16時,28
1,104,1,1,16時,33
1,104,1,1,16時,37
1,104,1,1,16時,42
1,104,1,1,16時,47
1,104,1,1,16時,53
1,104,1,1,16時,58
1,104,1,1,17時,04
1,104,1,1,17時,09
1,104,1,1,17時,14
1,104,1,1,17時,19
1,104,1,1,17時,24
1,104,1,1,17時,30
1,104,1,1,17時,35
1,104,1,1,17時,40
1,104,1,1,17時,45
1,104,1,1,17時,50
1,104,1,1,17時,55
1,104,1,1,18時,00
1,104,1,1,18時,06
1,104,1,1,18時,11
1,104,1,1,18時,16
1,104,1,1,18時,21
1,104,1,1,18時,26
1,104,1,1,18時,31
1,104,1,1,18時,37
1,104,1,1,18時,42
1,104,1,1,18時,47
1,104,1,1,18時,52
1,104,1,1,18時,57
1,104,1,1,19時,02
1,104,1,1,19時,07
1,104,1,1,19時,12
1,104,1,1,19時,17
1,104,1,1,19時,23
1,104,1,1,19時,28
1,104,1,1,19時,35
1,104,1,1,19時,43
1,104,1,1,19時,50
1,104,1,1,19時,58
1,104,1,1,20時,06
1,104,1,1,20時,14
1,104,1,1,20時,22
1,104,1,1,20時,30
1,104,1,1,20時,38
1,104,1,1,20時,47
1,104,1,1,20時,55
1,104,1,1,21時,03
1,104,1,1,21時,11
1,104,1,1,21時,19
1,104,1,1,21時,27
1,104,1,1,21時,35
1,104,1,1,21時,43
1,104,1,1,21時,51
1,104,1,1,21時,59
1,104,1,1,22時,07
1,104,1,1,22時,15
1,104,1,1,22時,23
1,104,1,1,22時,31
1,104,1,1,22時,39
1,104,1,1,22時,48
1,104,1,1,22時,56
1,104,1,1,23時,05
1,104,1,1,23時,13
1,104,1,1,23時,20
1,104,1,1,23時,28
1,104,1,1,23時,36
1,104,1,1,23時,45
1,104,1,1,23時,54
1,104,1,1,0時,03
1,104,1,1,0時,12
1,104,1,1,0時,21
1,104,1,2,6時,21
1,104,1,2,6時,31
1,104,1,2,6時,41
1,104,1,2,6時,51
1,104,1,2,6時,59
1,104,1,2,7時,06
1,104,1,2,7時,13
1,104,1,2,7時,20
1,104,1,2,7時,26
1,104,1,2,7時,32
1,104,1,2,7時,38
1,104,1,2,7時,44
1,104,1,2,7時,50
1,104,1,2,7時,56
1,104,1,2,8時,01
1,104,1,2,8時,06
1,104,1,2,8時,12
1,104,1,2,8時,18
1,104,1,2,8時,24
1,104,1,2,8時,30
1,104,1,2,8時,36
1,104,1,2,8時,42
1,104,1,2,8時,48
1,104,1,2,8時,54
1,104,1,2,9時,00
1,104,1,2,9時,07
1,104,1,2,9時,13
1,104,1,2,9時,21
1,104,1,2,9時,28
1,104,1,2,9時,35
1,104,1,2,9時,42
1,104,1,2,9時,49
1,104,1,2,9時,56
1,104,1,2,10時,04
1,104,1,2,10時,10
1,104,1,2,10時,17
1,104,1,2,10時,24
1,104,1,2,10時,31
1,104,1,2,10時,38
1,104,1,2,10時,45
1,104,1,2,10時,52
1,104,1,2,10時,59
1,104,1,2,11時,06
1,104,1,2,11時,13
1,104,1,2,11時,20
1,104,1,2,11時,27
1,104,1,2,11時,34
1,104,1,2,11時,41
1,104,1,2,11時,48
1,104,1,2,11時,55
1,104,1,2,12時,02
1,104,1,2,12時,09
1,104,1,2,12時,16
1,104,1,2,12時,23
1,104,1,2,12時,30
1,104,1,2,12時,37
